round,step,coins_left
2141,26,48
2142,23,47
2143,9,49
2144,4,49
2145,76,42
2146,52,45
2147,7,49
2148,18,47
2149,45,38
2150,9,47
2151,48,46
2152,29,45
2153,71,42
2154,4,49
2155,4,49
2156,4,50
2157,5,49
2158,46,40
2159,19,43
2160,4,48
2161,16,42
2162,4,46
2163,10,49
2164,15,47
2165,4,48
2166,12,47
2167,5,49
2168,15,43
2169,4,49
2170,7,49
2171,13,47
2172,93,36
2173,39,42
2174,36,46
2175,6,49
2176,118,38
2177,4,49
2178,31,43
2179,30,42
2180,78,34
2181,109,48
2182,80,43
2183,22,42
2184,29,49
2185,17,44
2186,5,50
2187,4,47
2188,124,43
2189,15,48
2190,13,45
2191,30,40
2192,15,49
2193,39,43
2194,19,48
2195,31,39
2196,7,49
2197,32,38
2198,9,48
2199,9,46
2200,35,42
2201,5,49
2202,20,45
2203,7,47
2204,29,41
2205,25,49
2206,47,47
2207,56,36
2208,4,48
2209,5,49
2210,32,41
2211,16,46
2212,30,44
2213,13,45
2214,97,34
2215,102,50
2216,4,48
2217,41,48
2218,44,44
2219,4,49
2220,29,43
2221,86,36
2222,66,45
2223,20,46
2224,107,43
2225,36,35
2226,29,50
2227,23,46
2228,5,49
2229,105,39
2230,11,47
2231,168,31
2232,28,47
2233,11,49
2234,37,38
2235,6,50
2236,109,34
2237,26,45
2238,4,50
2239,5,50
2240,23,45
2241,25,42
2242,4,49
2243,55,38
2244,4,49
2245,25,46
2246,4,47
2247,23,46
2248,113,45
2249,9,48
2250,12,49
2251,4,47
2252,4,48
2253,15,49
2254,31,42
2255,40,47
2256,113,32
2257,57,35
2258,53,46
2259,21,40
2260,31,41
2261,50,46
2262,25,46
2263,214,24
2264,15,43
2265,146,34
2266,47,36
2267,7,48
2268,51,30
2269,29,45
2270,19,45
2271,9,46
2272,7,49
2273,53,49
2274,61,35
2275,63,46
2276,4,48
2277,10,50
2278,45,45
2279,40,38
2280,40,47
2281,49,38
2282,4,48
2283,37,43
2284,71,24
2285,41,40
2286,23,39
2287,290,33
2288,63,47
2289,18,43
2290,37,49
2291,4,50
2292,63,36
2293,33,42
2294,4,49
2295,30,45
2296,50,45
2297,4,49
2298,4,48
2299,218,33
2300,25,44
2301,4,47
2302,75,34
2303,4,49
2304,4,49
2305,97,35
2306,4,50
2307,36,33
2308,108,15
2309,8,48
2310,89,21
2311,4,50
2312,4,48
2313,9,48
2314,27,50
2315,44,40
2316,4,50
2317,57,33
2318,4,50
2319,64,47
2320,88,30
2321,92,30
2322,4,48
2323,14,47
2324,44,38
2325,4,49
2326,4,49
2327,25,44
2328,4,48
2329,29,49
2330,4,48
2331,132,30
2332,56,32
2333,6,49
2334,55,42
2335,17,45
2336,113,25
2337,4,50
2338,34,38
2339,16,45
2340,49,45
2341,31,39
2342,52,32
2343,26,39
2344,23,45
2345,94,15
2346,5,47
2347,24,44
2348,4,50
2349,86,36
2350,81,41
2351,4,48
2352,6,49
2353,76,30
2354,51,48
2355,20,45
2356,11,46
2357,56,34
2358,96,30
2359,16,49
2360,4,48
2361,21,46
2362,92,27
2363,58,47
2364,96,33
2365,42,36
2366,4,49
2367,68,35
2368,4,50
2369,163,29
2370,15,44
2371,96,29
2372,157,35
2373,23,40
2374,87,32
2375,43,36
2376,4,49
2377,16,44
2378,8,50
2379,241,21
2380,34,41
2381,103,31
2382,71,30
2383,45,48
2384,94,19
2385,31,39
2386,300,3
2387,55,29
2388,50,29
2389,313,24
2390,132,23
2391,50,29
2392,47,40
2393,105,16
2394,76,31
2395,51,48
2396,30,38
2397,134,13
2398,97,23
2399,103,40
2400,126,26
2401,75,28
2402,104,29
2403,316,34
2404,57,31
2405,15,47
2406,140,15
2407,60,31
2408,18,44
2409,121,23
2410,30,36
2411,14,47
2412,106,40
2413,42,34
2414,153,16
2415,60,30
2416,78,36
2417,4,50
2418,51,32
2419,130,21
2420,245,17
2421,67,21
2422,46,31
2423,25,40
2424,48,26
2425,45,30
2426,17,48
2427,18,44
2428,11,46
2429,140,47
2430,7,49
2431,4,49
2432,41,40
2433,6,48
2434,7,50
2435,11,49
2436,33,35
2437,4,48
2438,23,45
2439,95,46
2440,4,50
2441,6,48
2442,17,40
2443,14,46
2444,10,47
2445,25,43
2446,27,43
2447,184,24
2448,97,33
2449,40,40
2450,20,44
2451,4,48
2452,13,48
2453,47,34
2454,120,23
2455,104,13
2456,108,35
2457,182,17
2458,76,38
2459,101,19
2460,109,19
2461,22,44
2462,70,32
2463,39,32
2464,4,48
2465,244,20
2466,29,42
2467,25,46
2468,110,11
2469,54,38
2470,67,34
2471,14,48
2472,117,19
2473,174,41
2474,78,14
2475,46,32
2476,52,37
2477,55,44
2478,125,21
2479,81,31
2480,80,14
2481,171,12
2482,4,49
2483,6,48
2484,210,15
2485,81,26
2486,40,33
2487,47,29
2488,206,32
2489,105,30
2490,106,27
2491,35,46
2492,8,49
2493,18,44
2494,139,33
2495,209,16
2496,81,32
2497,56,31
2498,33,38
2499,198,16
2500,395,38
2501,134,15
2502,116,46
2503,94,23
2504,172,23
2505,85,28
2506,82,26
2507,90,27
2508,41,47
2509,67,42
2510,157,23
2511,51,38
2512,400,6
2513,78,41
2514,369,17
2515,68,42
2516,145,33
2517,88,47
2518,295,44
2519,77,38
2520,106,28
2521,71,26
2522,212,24
2523,19,46
2524,97,10
2525,23,43
2526,155,26
2527,65,32
2528,205,12
2529,48,32
2530,177,12
2531,66,26
2532,269,22
2533,116,35
2534,93,39
2535,178,19
2536,4,49
2537,143,17
2538,83,21
2539,4,48
2540,89,18
2541,118,22
2542,64,23
2543,74,14
2544,325,17
2545,116,26
2546,63,32
2547,4,49
2548,5,48
2549,4,48
2550,60,34
2551,400,24
2552,273,4
2553,31,37
2554,23,46
2555,111,19
2556,53,31
2557,184,21
2558,19,47
2559,73,33
2560,74,34
2561,172,3
2562,46,43
2563,136,30
2564,400,7
2565,232,16
2566,190,17
2567,108,18
2568,55,26
2569,188,19
2570,186,9
2571,4,49
2572,145,17
2573,98,22
2574,191,8
2575,37,41
2576,17,48
2577,53,34
2578,400,10
2579,120,16
2580,227,2
2581,60,29
2582,88,14
2583,109,46
2584,400,14
2585,32,36
2586,79,37
2587,63,35
2588,208,26
2589,400,31
2590,48,42
2591,31,41
2592,118,18
2593,200,18
2594,119,36
2595,108,33
2596,122,37
2597,80,23
2598,103,27
2599,37,36
2600,6,48
2601,34,36
2602,20,44
2603,74,18
2604,7,49
2605,47,39
2606,29,45
2607,35,41
2608,14,48
2609,400,5
2610,400,7
2611,326,4
2612,239,24
2613,348,11
2614,79,24
2615,113,14
2616,38,37
2617,67,28
2618,65,27
2619,113,24
2620,351,3
2621,18,45
2622,400,3
2623,33,33
2624,302,2
2625,400,12
2626,400,1
2627,311,4
2628,400,11
2629,400,26
2630,400,2
2631,400,2
2632,367,7
2633,400,1
2634,400,1
2635,400,11
2636,92,20
2637,371,2
2638,400,8
2639,267,15
2640,231,0
2641,347,0
2642,284,0
2643,157,11
2644,237,5
2645,387,1
2646,188,6
2647,200,12
2648,235,5
2649,400,4
2650,67,22
2651,220,3
2652,400,8
2653,7,47
2654,119,5
2655,9,47
2656,67,20
2657,23,40
2658,143,8
2659,181,0
2660,63,22
2661,260,4
2662,238,0
2663,122,0
2664,206,16
2665,141,11
2666,340,4
2667,152,26
2668,146,3
2669,177,2
2670,400,3
2671,321,1
2672,292,0
2673,179,0
2674,233,9
2675,400,4
2676,169,0
2677,328,21
2678,258,0
2679,157,13
2680,178,0
2681,383,1
2682,233,0
2683,180,0
2684,281,0
2685,330,0
2686,180,4
2687,212,0
2688,183,0
2689,234,2
2690,168,4
2691,158,1
2692,291,1
2693,95,14
2694,198,1
2695,400,3
2696,215,5
2697,212,1
2698,140,0
2699,247,3
2700,347,4
2701,400,1
2702,235,0
2703,282,0
2704,142,0
2705,209,1
2706,211,0
2707,332,0
2708,155,10
2709,131,0
2710,123,5
2711,163,0
2712,268,0
2713,171,0
2714,107,10
2715,132,0
2716,132,0
2717,26,41
2718,231,0
2719,178,0
2720,55,30
2721,132,0
2722,157,0
2723,128,0
2724,183,0
2725,135,2
2726,284,0
2727,173,0
2728,130,13
2729,98,8
2730,163,0
2731,139,0
2732,238,1
2733,139,1
2734,153,0
2735,153,0
2736,229,0
2737,244,2
2738,400,2
2739,137,0
2740,154,0
2741,165,0
2742,133,0
2743,148,0
2744,134,0
2745,165,0
2746,142,0
2747,167,0
2748,180,1
2749,400,2
2750,348,1
2751,196,0
2752,250,0
2753,140,0
2754,182,1
2755,188,2
2756,132,0
2757,127,5
2758,153,0
2759,192,0
2760,217,0
2761,132,11
2762,24,43
2763,188,0
2764,24,39
2765,28,45
2766,46,29
2767,156,0
2768,16,45
2769,19,45
2770,147,9
2771,254,0
2772,237,0
2773,170,0
2774,127,0
2775,151,0
2776,97,18
2777,115,7
2778,304,1
2779,127,0
2780,119,0
2781,137,0
2782,130,5
2783,345,1
2784,93,12
2785,127,0
2786,132,0
2787,164,0
2788,144,0
2789,220,0
2790,75,18
2791,110,5
2792,218,2
2793,4,49
2794,122,0
2795,100,7
2796,97,17
2797,15,46
2798,21,43
2799,79,21
2800,22,43
2801,162,1
2802,42,35
2803,70,26
2804,157,8
2805,137,0
2806,174,0
2807,92,10
2808,128,9
2809,137,11
2810,118,16
2811,102,20
2812,400,5
2813,147,2
2814,94,12
2815,87,11
2816,141,0
2817,211,0
2818,19,43
2819,4,49
2820,147,0
2821,15,43
2822,219,3
2823,4,49
2824,41,30
2825,141,1
2826,190,1
2827,261,1
2828,4,49
2829,111,3
2830,149,0
2831,169,1
2832,151,0
2833,137,0
2834,38,34
2835,139,0
2836,148,0
2837,136,0
2838,123,0
2839,211,6
2840,4,48
2841,341,1
2842,329,0
2843,189,0
2844,4,48
2845,137,0
2846,400,3
2847,158,0
2848,129,0
2849,119,0
2850,165,0
2851,140,0
2852,147,0
2853,155,0
2854,133,0
2855,120,0
2856,135,0
2857,155,0
2858,400,2
2859,112,0
2860,121,0
2861,129,0
2862,124,0
2863,122,0
2864,199,0
2865,101,10
2866,122,0
2867,164,0
2868,145,0
2869,118,0
2870,5,48
2871,143,0
2872,114,0
2873,171,2
2874,178,0
2875,254,0
2876,128,0
2877,190,5
2878,4,48
2879,134,0
2880,156,0
2881,4,48
2882,205,0
2883,146,0
2884,175,0
2885,116,0
2886,173,9
2887,383,0
2888,4,49
2889,128,0
2890,4,49
2891,151,4
2892,127,0
2893,136,0
2894,166,0
2895,125,0
2896,185,0
2897,4,49
2898,129,3
2899,144,0
2900,138,0
2901,4,48
2902,139,0
2903,288,0
2904,4,48
2905,125,0
2906,154,0
2907,145,0
2908,144,0
2909,118,0
2910,101,0
2911,230,0
2912,137,0
2913,148,0
2914,223,0
2915,134,0
2916,127,0
2917,125,0
2918,4,48
2919,131,0
2920,180,0
2921,135,0
2922,127,0
2923,118,0
2924,141,0
2925,200,0
2926,221,0
2927,118,0
2928,161,0
2929,140,0
2930,139,0
2931,123,0
2932,150,0
2933,135,0
2934,210,0
2935,56,25
2936,120,0
2937,137,0
2938,121,0
2939,132,0
2940,108,7
2941,168,0
2942,219,0
2943,154,0
2944,114,5
2945,151,0
2946,144,0
2947,124,0
2948,181,0
2949,169,0
2950,194,5
2951,158,0
2952,206,0
2953,115,1
2954,176,0
2955,122,0
2956,160,0
2957,142,0
2958,152,0
2959,147,0
2960,128,0
2961,109,3
2962,117,0
2963,132,0
2964,157,0
2965,130,0
2966,136,0
2967,161,0
2968,185,0
2969,118,0
2970,127,0
2971,121,0
2972,148,0
2973,146,0
2974,127,0
2975,123,0
2976,175,0
2977,4,48
2978,131,0
2979,153,0
2980,158,0
2981,129,0
2982,153,0
2983,197,0
2984,136,0
2985,131,0
2986,194,0
2987,136,0
2988,108,9
2989,127,0
2990,131,0
2991,124,0
2992,144,0
2993,122,0
2994,159,0
2995,188,0
2996,184,0
2997,121,0
2998,155,0
2999,4,47
3000,180,0
3001,91,9
3002,190,0
3003,112,0
3004,131,0
3005,135,0
3006,145,0
3007,177,0
3008,123,0
3009,134,0
3010,151,0
3011,132,0
3012,156,0
3013,141,0
3014,5,48
3015,154,0
3016,124,0
3017,123,0
3018,4,49
3019,216,0
3020,139,0
3021,125,0
3022,154,0
3023,111,1
3024,137,0
3025,129,0
3026,133,0
3027,121,0
3028,141,0
3029,144,0
3030,137,0
3031,146,0
3032,141,0
3033,142,0
3034,78,15
3035,169,0
3036,133,0
3037,119,0
3038,129,0
3039,134,3
3040,140,0
3041,135,0
3042,117,0
3043,142,0
3044,183,0
3045,138,0
3046,4,48
3047,147,0
3048,136,6
3049,168,3
3050,133,3
3051,168,0
3052,273,2
3053,341,1
3054,152,0
3055,179,0
3056,131,0
3057,152,0
3058,151,2
3059,134,0
3060,193,0
3061,213,0
3062,140,1
3063,140,0
3064,144,0
3065,128,0
3066,132,4
3067,135,0
3068,135,0
3069,136,0
3070,121,0
3071,125,0
3072,43,27
3073,179,0
3074,84,15
3075,119,0
3076,136,0
3077,136,0
3078,157,0
3079,134,0
3080,187,1
3081,153,0
3082,149,0
3083,131,0
3084,126,0
3085,134,0
3086,144,0
3087,143,0
3088,225,0
3089,125,0
3090,139,0
3091,135,0
3092,143,0
3093,144,0
3094,137,0
3095,162,0
3096,143,0
3097,133,0
3098,117,0
3099,123,0
3100,118,0
3101,183,0
3102,155,0
3103,141,0
3104,124,0
3105,131,0
3106,400,3
3107,141,0
3108,139,0
3109,118,0
3110,138,0
3111,153,0
3112,162,0
3113,4,48
3114,146,0
3115,148,0
3116,134,0
3117,142,0
3118,144,0
3119,352,0
3120,113,0
3121,123,0
3122,114,0
3123,136,0
3124,130,0
3125,122,0
3126,143,0
3127,149,0
3128,95,9
3129,146,0
3130,133,0
3131,137,0
3132,111,0
3133,128,0
3134,187,0
3135,155,0
3136,4,49
3137,119,0
3138,209,0
3139,119,0
3140,173,0
3141,137,0
3142,140,0
3143,4,48
3144,108,0
3145,131,0
3146,135,0
3147,132,0
3148,116,0
3149,131,0
3150,154,0
3151,128,0
3152,154,0
3153,169,0
3154,140,0
3155,165,0
3156,124,0
3157,121,6
3158,154,0
3159,151,0
3160,120,0
3161,125,3
3162,126,0
3163,125,0
3164,147,0
3165,4,49
3166,137,0
3167,137,0
3168,159,0
3169,4,47
3170,171,0
3171,173,0
3172,139,0
3173,129,0
3174,118,0
3175,151,0
3176,400,3
3177,119,0
3178,320,0
3179,186,0
3180,221,0
3181,128,0
3182,149,0
3183,120,0
3184,139,0
3185,129,0
3186,84,17
3187,158,0
3188,122,0
3189,138,0
3190,128,0
3191,162,0
3192,113,0
3193,130,0
3194,139,0
3195,128,0
3196,138,0
3197,141,0
3198,135,0
3199,123,0
3200,141,0
3201,108,10
3202,146,0
3203,129,0
3204,76,19
3205,134,0
3206,140,0
3207,153,0
3208,131,0
3209,137,0
3210,121,0
3211,140,0
3212,145,0
3213,151,0
3214,144,0
3215,196,0
3216,117,0
3217,5,49
3218,162,0
3219,4,48
3220,131,0
3221,160,0
3222,142,0
3223,131,0
3224,136,0
3225,126,0
3226,132,0
3227,128,0
3228,146,0
3229,120,0
3230,136,0
3231,120,0
3232,126,0
3233,124,0
3234,123,0
3235,133,0
3236,131,0
3237,133,0
3238,4,47
3239,130,1
3240,203,0
3241,146,0
3242,142,0
3243,122,0
3244,142,0
3245,137,0
3246,137,0
3247,196,0
3248,142,0
3249,119,0
3250,114,0
3251,152,0
3252,119,0
3253,37,36
3254,136,0
3255,133,0
3256,139,0
3257,128,0
3258,122,0
3259,135,0
3260,130,0
3261,121,0
3262,128,0
3263,116,5
3264,145,0
3265,129,0
3266,128,0
3267,126,0
3268,153,0
3269,137,0
3270,162,0
3271,133,0
3272,120,0
3273,108,0
3274,127,0
3275,316,0
3276,135,0
3277,120,0
3278,126,0
3279,140,0
3280,155,0
3281,220,0
3282,121,0
3283,129,0
3284,119,0
3285,343,0
3286,140,0
3287,129,0
3288,125,0
3289,137,0
3290,179,0
3291,129,0
3292,163,0
3293,132,0
3294,40,31
3295,145,0
3296,277,0
3297,174,0
3298,151,0
3299,126,0
3300,135,0
3301,122,0
3302,133,0
3303,138,0
3304,117,0
3305,41,36
3306,141,0
3307,167,0
3308,120,0
3309,135,0
3310,125,0
3311,142,0
3312,135,0
3313,243,3
3314,72,27
3315,166,0
3316,7,48
3317,141,0
3318,36,36
3319,199,1
3320,175,0
3321,167,0
3322,153,0
3323,137,0
3324,132,0
3325,126,0
3326,138,0
3327,125,0
3328,212,0
3329,123,0
3330,138,0
3331,197,0
3332,174,0
3333,203,0
3334,142,0
3335,141,0
3336,123,0
3337,210,0
3338,210,0
3339,179,0
3340,136,0
3341,134,0
3342,149,0
3343,4,48
3344,131,0
3345,113,0
3346,39,41
3347,164,0
3348,14,44
3349,171,0
3350,146,0
3351,125,0
3352,150,5
3353,141,0
3354,152,0
3355,118,0
3356,148,0
3357,133,0
3358,148,0
3359,111,0
3360,129,0
3361,142,0
3362,141,0
3363,110,5
3364,125,0
3365,138,0
3366,113,0
3367,173,0
3368,128,0
3369,151,0
3370,216,0
3371,23,44
3372,129,0
3373,115,0
3374,144,0
3375,112,0
3376,137,0
3377,141,0
3378,134,0
3379,121,0
3380,152,0
3381,115,0
3382,151,0
3383,154,0
3384,123,0
3385,133,0
3386,135,0
3387,133,0
3388,144,8
3389,169,0
3390,130,0
3391,145,2
3392,156,0
3393,122,0
3394,150,0
3395,144,0
3396,146,0
3397,5,47
3398,136,0
3399,125,0
3400,143,0
3401,129,0
3402,107,4
3403,229,3
3404,125,0
3405,132,0
3406,136,0
3407,170,0
3408,40,34
3409,146,0
3410,151,0
3411,122,1
3412,134,0
3413,113,6
3414,4,49
3415,123,0
3416,142,0
3417,144,0
3418,134,0
3419,153,0
3420,136,0
3421,123,0
3422,145,0
3423,147,0
3424,180,0
3425,158,0
3426,174,0
3427,166,0
3428,139,0
3429,127,0
3430,4,48
3431,4,47
3432,141,1
3433,233,0
3434,145,0
3435,143,0
3436,36,43
3437,232,1
3438,134,0
3439,24,42
3440,234,0
3441,131,0
3442,129,0
3443,119,7
3444,129,0
3445,143,0
3446,127,0
3447,139,0
3448,130,0
3449,132,0
3450,147,0
3451,4,49
3452,156,1
3453,147,0
3454,124,0
3455,19,43
3456,144,0
3457,125,0
3458,148,0
3459,171,0
3460,121,0
3461,126,0
3462,138,0
3463,136,0
3464,122,3
3465,123,0
3466,7,49
3467,121,0
3468,119,0
3469,141,0
3470,109,8
3471,134,0
3472,53,24
3473,151,0
3474,27,39
3475,130,0
3476,149,0
3477,4,48
3478,142,0
3479,130,0
3480,121,0
3481,129,0
3482,220,0
3483,126,0
3484,153,0
3485,7,49
3486,75,19
3487,145,0
3488,137,0
3489,124,0
3490,127,0
3491,151,0
3492,135,0
3493,118,0
3494,127,0
3495,132,0
3496,117,0
3497,50,29
3498,141,0
3499,128,0
3500,135,0
3501,63,25
3502,150,0
3503,144,0
3504,112,8
3505,132,0
3506,139,0
3507,130,0
3508,32,39
3509,116,0
3510,118,0
3511,149,0
3512,136,0
3513,129,0
3514,134,0
3515,147,0
3516,145,0
3517,119,0
3518,129,0
3519,145,0
3520,131,0
3521,4,49
3522,4,48
3523,135,0
3524,142,0
3525,118,0
3526,145,0
3527,19,42
3528,30,48
3529,4,49
3530,31,36
3531,43,36
3532,14,46
3533,27,38
3534,12,48
3535,12,47
3536,27,37
3537,99,13
3538,124,0
3539,151,0
3540,128,0
3541,141,0
3542,146,0
3543,137,0
3544,130,0
3545,128,0
3546,139,0
3547,126,0
3548,150,1
3549,125,1
3550,4,49
3551,122,0
3552,135,0
3553,144,0
3554,78,16
3555,4,48
3556,152,0
3557,52,25
3558,179,1
3559,140,0
3560,75,24
3561,69,23
3562,45,35
3563,26,44
3564,166,0
3565,129,0
3566,128,0
3567,126,0
3568,4,48
3569,125,10
3570,151,0
3571,89,13
3572,139,0
3573,159,0
3574,4,47
3575,144,0
3576,149,0
3577,147,0
3578,74,22
3579,159,0
3580,139,0
3581,130,0
3582,58,28
3583,106,16
3584,115,3
3585,143,0
3586,109,0
3587,168,0
3588,117,0
3589,143,0
3590,101,7
3591,169,0
3592,159,0
3593,130,0
3594,121,0
3595,113,0
3596,225,0
3597,112,6
3598,57,28
3599,120,0
3600,160,1
3601,118,0
3602,133,0
3603,134,0
3604,121,0
3605,126,0
3606,130,0
3607,123,0
3608,113,0
3609,5,49
3610,70,16
3611,139,0
3612,19,41
3613,137,0
3614,141,0
3615,129,0
3616,139,0
3617,201,0
3618,145,0
3619,135,2
3620,203,0
3621,141,0
3622,157,0
3623,171,0
3624,134,0
3625,134,0
3626,159,0
3627,136,0
3628,135,0
3629,138,0
3630,64,27
3631,166,0
3632,146,0
3633,151,0
3634,135,0
3635,124,0
3636,156,0
3637,151,0
3638,124,0
3639,166,0
3640,158,0
3641,149,0
3642,123,0
3643,129,0
3644,121,0
3645,159,0
3646,130,0
3647,135,0
3648,159,2
3649,118,0
3650,123,0
3651,131,0
3652,132,0
3653,190,0
3654,166,0
3655,132,1
3656,78,17
3657,119,0
3658,111,11
3659,122,0
3660,144,0
3661,110,0
3662,146,0
3663,138,0
3664,125,0
3665,142,0
3666,150,0
3667,131,0
3668,198,0
3669,143,0
3670,34,36
3671,135,0
3672,165,0
3673,191,2
3674,133,0
3675,120,0
3676,123,0
3677,124,0
3678,162,0
3679,181,0
3680,147,0
3681,143,0
3682,125,0
3683,127,0
3684,159,0
3685,168,0
3686,142,0
3687,127,0
3688,209,0
3689,136,0
3690,161,0
3691,186,0
3692,160,0
3693,184,0
3694,148,0
3695,132,0
3696,120,0
3697,132,0
3698,157,0
3699,119,0
3700,122,0
3701,202,0
3702,146,0
3703,146,0
3704,129,0
3705,139,0
3706,110,0
3707,116,0
3708,134,0
3709,61,21
3710,154,0
3711,155,0
3712,108,0
3713,158,0
3714,143,0
3715,133,0
3716,135,0
3717,120,0
3718,130,0
3719,140,0
3720,121,0
3721,126,0
3722,181,0
3723,78,13
3724,133,0
3725,124,0
3726,193,0
3727,120,0
3728,119,0
3729,119,0
3730,114,0
3731,132,0
3732,78,15
3733,135,0
3734,148,0
3735,125,0
3736,130,0
3737,174,6
3738,150,0
3739,158,0
3740,125,0
3741,140,0
3742,135,0
3743,130,0
3744,136,0
3745,169,0
3746,125,0
3747,135,0
3748,154,0
3749,117,0
3750,147,0
3751,32,33
3752,132,0
3753,115,0
3754,139,0
3755,34,37
3756,141,0
3757,144,0
3758,142,0
3759,116,0
3760,142,0
3761,156,0
3762,127,0
3763,125,0
3764,117,0
3765,136,0
3766,129,0
3767,130,0
3768,132,0
3769,144,0
3770,136,0
3771,150,0
3772,133,0
3773,148,0
3774,141,0
3775,136,0
3776,134,0
3777,129,0
3778,147,0
3779,137,0
3780,155,0
3781,140,0
3782,119,0
3783,138,0
3784,136,0
3785,157,0
3786,144,1
3787,117,0
3788,156,0
3789,135,0
3790,154,1
3791,129,0
3792,123,0
3793,102,10
3794,136,0
3795,149,0
3796,134,0
3797,131,0
3798,123,0
3799,131,0
3800,122,0
3801,150,0
3802,120,0
3803,138,0
3804,126,0
3805,133,0
3806,154,0
3807,130,0
3808,140,0
3809,192,0
3810,134,0
3811,120,0
3812,149,0
3813,125,0
3814,139,0
3815,125,0
3816,128,0
3817,139,0
3818,143,0
3819,214,3
3820,116,0
3821,127,0
3822,140,0
3823,136,0
3824,63,23
3825,131,0
3826,144,0
3827,142,0
3828,120,0
3829,124,0
3830,141,0
3831,139,0
3832,155,0
3833,128,0
3834,123,0
3835,4,49
3836,138,0
3837,121,0
3838,126,0
3839,88,18
3840,152,0
3841,124,0
3842,155,0
3843,110,8
3844,138,0
3845,121,0
3846,138,0
3847,165,0
3848,136,0
3849,122,0
3850,125,0
3851,127,0
3852,127,0
3853,134,0
3854,110,0
3855,122,0
3856,57,23
3857,146,0
3858,125,0
3859,125,0
3860,137,0
3861,124,0
3862,120,0
3863,131,0
3864,68,18
3865,159,0
3866,138,0
3867,166,0
3868,133,0
3869,130,0
3870,162,0
3871,113,0
3872,124,0
3873,136,0
3874,133,0
3875,130,0
3876,122,0
3877,125,0
3878,148,0
3879,183,0
3880,135,0
3881,133,0
3882,65,24
3883,119,0
3884,122,0
3885,127,0
3886,127,0
3887,150,0
3888,119,0
3889,122,0
3890,140,0
3891,145,0
3892,121,0
3893,147,0
3894,127,0
3895,139,0
3896,125,0
3897,154,0
3898,139,0
3899,136,0
3900,141,0
3901,126,0
3902,119,0
3903,128,0
3904,141,0
3905,134,0
3906,140,0
3907,133,0
3908,5,47
3909,135,0
3910,134,0
3911,141,0
3912,4,48
3913,129,0
3914,115,0
3915,132,0
3916,119,0
3917,131,0
3918,127,0
3919,199,0
3920,135,0
3921,140,0
3922,119,0
3923,138,0
3924,160,0
3925,115,0
3926,121,0
3927,142,2
3928,183,0
3929,149,0
3930,125,0
3931,124,0
3932,141,0
3933,4,48
3934,123,0
3935,120,0
3936,130,0
3937,133,0
3938,145,0
3939,131,0
3940,161,0
3941,132,0
3942,136,0
3943,126,0
3944,130,0
3945,112,0
3946,125,0
3947,4,47
3948,125,0
3949,163,0
3950,147,0
3951,4,48
3952,122,0
3953,125,0
3954,128,0
3955,121,0
3956,153,0
3957,155,0
3958,127,0
3959,129,0
3960,134,0
3961,130,0
3962,148,0
3963,133,0
3964,124,0
3965,74,21
3966,149,0
3967,126,0
3968,126,0
3969,100,8
3970,156,0
3971,100,6
3972,161,0
3973,131,0
3974,104,8
3975,124,0
3976,140,0
3977,130,0
3978,161,0
3979,135,0
3980,183,0
3981,183,0
3982,133,0
3983,153,0
3984,131,0
3985,128,0
3986,135,0
3987,92,9
3988,153,0
3989,134,0
3990,137,0
3991,124,0
3992,128,0
3993,141,0
3994,21,41
3995,129,0
3996,21,42
3997,150,0
3998,131,0
3999,136,0
4000,116,0
4001,134,0
4002,122,0
4003,145,0
4004,144,0
4005,142,0
4006,125,0
4007,120,0
4008,31,38
4009,126,0
4010,137,0
4011,131,0
4012,160,0
4013,21,41
4014,134,0
4015,170,0
4016,142,0
4017,130,0
4018,144,0
4019,227,0
4020,129,0
4021,127,0
4022,127,0
4023,121,0
4024,29,37
4025,153,0
4026,119,0
4027,126,0
4028,110,0
4029,156,0
4030,147,0
4031,149,0
4032,149,0
4033,119,0
4034,131,0
4035,121,0
4036,222,0
4037,121,0
4038,145,0
4039,200,2
4040,128,0
4041,137,0
4042,116,0
4043,122,0
4044,117,0
4045,163,0
4046,128,0
4047,145,0
4048,119,3
4049,137,0
4050,130,0
4051,136,0
4052,4,48
4053,136,0
4054,136,0
4055,138,0
4056,148,0
4057,124,0
4058,132,0
4059,129,0
4060,100,14
4061,153,0
4062,169,0
4063,167,0
4064,123,0
4065,134,0
4066,122,0
4067,138,0
4068,123,0
4069,132,0
4070,148,0
4071,137,0
4072,133,0
4073,127,0
4074,111,0
4075,120,0
4076,133,0
4077,140,0
4078,131,0
4079,128,0
4080,138,0
4081,131,0
4082,145,0
4083,140,0
4084,141,0
4085,114,0
4086,113,0
4087,132,0
4088,123,0
4089,149,0
4090,138,0
4091,121,0
4092,113,0
4093,12,47
4094,131,0
4095,119,0
4096,124,0
4097,118,0
4098,144,0
4099,128,0
4100,122,0
4101,138,0
4102,139,0
4103,145,0
4104,139,0
4105,77,16
4106,132,0
4107,132,0
4108,122,0
4109,137,0
4110,122,0
4111,124,0
4112,141,0
4113,129,0
4114,129,0
4115,131,0
4116,120,0
4117,161,0
4118,132,0
4119,137,0
4120,137,0
4121,135,0
4122,137,0
4123,125,0
4124,128,0
4125,142,0
4126,136,0
4127,148,0
4128,129,0
4129,137,0
4130,134,0
4131,126,0
4132,135,0
4133,128,0
4134,157,0
4135,144,0
4136,141,0
4137,129,0
4138,158,0
