round,step,coins_left
1074,4,48
1075,71,36
1076,31,50
1077,69,39
1078,4,48
1079,63,39
1080,4,48
1081,4,49
1082,4,48
1083,30,47
1084,15,48
1085,6,48
1086,4,50
1087,4,48
1088,9,47
1089,32,49
1090,57,47
1091,39,47
1092,78,38
1093,4,49
1094,14,49
1095,4,47
1096,10,47
1097,8,49
1098,16,45
1099,5,47
1100,9,48
1101,25,46
1102,8,49
1103,4,48
1104,12,47
1105,4,49
1106,4,49
1107,7,49
1108,6,48
1109,4,49
1110,4,48
1111,4,49
1112,16,47
1113,6,48
1114,22,49
1115,12,48
1116,6,47
1117,4,48
1118,38,48
1119,5,48
1120,12,50
1121,14,45
1122,47,45
1123,5,48
1124,4,48
1125,5,48
1126,4,47
1127,6,49
1128,129,36
1129,20,47
1130,152,34
1131,12,49
1132,4,50
1133,29,46
1134,20,46
1135,37,45
1136,73,47
1137,15,49
1138,19,45
1139,10,50
1140,12,49
1141,4,46
1142,57,46
1143,13,50
1144,6,50
1145,22,49
1146,12,48
1147,9,48
1148,6,49
1149,8,46
1150,7,46
1151,68,36
1152,51,49
1153,16,48
1154,7,47
1155,42,47
1156,204,48
1157,4,49
1158,5,48
1159,6,48
1160,12,48
1161,5,49
1162,5,48
1163,18,46
1164,7,48
1165,22,46
1166,4,47
1167,5,50
1168,4,49
1169,4,48
1170,4,50
1171,10,47
1172,10,48
1173,10,46
1174,31,43
1175,78,37
1176,6,49
1177,5,48
1178,10,50
1179,5,49
1180,4,48
1181,11,49
1182,11,49
1183,6,47
1184,31,46
1185,25,46
1186,5,48
1187,16,49
1188,4,49
1189,45,47
1190,5,49
1191,6,48
1192,4,47
1193,48,44
1194,6,50
1195,6,49
1196,36,45
1197,38,46
1198,7,47
1199,4,48
1200,4,49
1201,6,49
1202,38,43
1203,14,50
1204,23,48
1205,7,49
1206,21,42
1207,26,48
1208,19,45
1209,15,47
1210,5,49
1211,49,42
1212,4,49
1213,4,49
1214,18,45
1215,12,49
1216,17,45
1217,4,49
1218,35,45
1219,25,48
1220,5,48
1221,4,48
1222,9,48
1223,4,48
1224,5,48
1225,4,50
1226,10,49
1227,9,48
1228,17,49
1229,28,50
1230,10,49
1231,10,45
1232,45,45
1233,14,48
1234,4,49
1235,12,48
1236,4,49
1237,27,48
1238,20,44
1239,4,47
1240,31,47
1241,5,48
1242,7,48
1243,4,49
1244,4,49
1245,5,48
1246,4,48
1247,4,50
1248,11,46
1249,72,49
1250,73,41
1251,6,48
1252,41,42
1253,4,50
1254,19,50
1255,20,49
1256,19,49
1257,4,48
1258,20,43
1259,8,50
1260,9,49
1261,10,46
1262,5,49
1263,8,49
1264,5,49
1265,4,48
1266,52,48
1267,4,49
1268,82,36
1269,4,48
1270,80,46
1271,107,47
1272,32,50
1273,105,42
1274,4,50
1275,4,48
1276,13,48
1277,4,49
1278,12,48
1279,13,48
1280,4,49
1281,32,45
1282,5,50
1283,23,49
1284,39,47
1285,4,49
1286,22,48
1287,32,47
1288,42,48
1289,23,46
1290,20,49
1291,12,45
1292,68,38
1293,5,48
1294,4,50
1295,4,49
1296,12,46
1297,16,47
1298,4,50
1299,4,48
1300,60,40
1301,26,46
1302,69,42
1303,9,49
1304,4,49
1305,26,47
1306,4,49
1307,18,45
1308,18,46
1309,98,30
1310,4,48
1311,4,49
1312,18,49
1313,30,46
1314,4,48
1315,52,42
1316,22,50
1317,5,48
1318,17,46
1319,4,50
1320,93,39
1321,25,48
1322,4,50
1323,30,48
1324,4,49
1325,4,48
1326,4,50
1327,32,48
1328,4,49
1329,4,49
1330,28,48
1331,4,49
1332,10,49
1333,4,47
1334,6,49
1335,9,45
1336,51,38
1337,9,48
1338,50,42
1339,47,46
1340,4,49
1341,4,49
1342,63,42
1343,19,44
1344,12,47
1345,4,48
1346,4,47
1347,4,48
1348,17,48
1349,12,49
1350,5,49
1351,4,49
1352,74,43
1353,4,50
1354,4,48
1355,5,50
1356,17,50
1357,4,48
1358,22,46
1359,36,44
1360,23,45
1361,23,46
1362,28,49
1363,9,50
1364,4,49
1365,4,49
1366,21,45
1367,4,49
1368,60,48
1369,25,49
1370,29,44
1371,5,50
1372,7,50
1373,23,48
1374,4,49
1375,4,48
1376,30,47
1377,100,47
1378,27,47
1379,6,48
1380,33,44
1381,24,46
1382,10,46
1383,54,45
1384,86,47
1385,34,46
1386,101,43
1387,14,48
1388,4,48
1389,109,37
1390,12,48
1391,22,47
1392,47,45
1393,4,50
1394,75,39
1395,18,48
1396,7,48
1397,71,48
1398,4,48
1399,12,50
1400,56,47
1401,4,49
1402,57,47
1403,80,33
1404,6,49
1405,21,41
1406,115,38
1407,4,50
1408,11,49
1409,14,50
1410,4,48
1411,39,48
1412,17,48
1413,35,40
1414,36,48
1415,4,49
1416,4,48
1417,17,45
1418,40,44
1419,10,46
1420,8,47
1421,56,49
1422,6,50
1423,4,48
1424,9,48
1425,9,49
1426,94,46
1427,91,45
1428,17,49
1429,69,44
1430,4,48
1431,4,49
1432,29,47
1433,11,49
1434,7,47
1435,7,48
1436,149,40
1437,10,46
1438,34,48
1439,8,49
1440,60,40
1441,7,48
1442,4,48
1443,28,49
1444,6,48
1445,48,44
1446,4,49
1447,86,43
1448,26,48
1449,20,46
1450,19,42
1451,4,48
1452,25,39
1453,20,46
1454,8,50
1455,39,47
1456,7,49
1457,60,45
1458,66,38
1459,12,48
1460,10,46
1461,7,48
1462,82,36
1463,122,43
1464,8,48
1465,51,49
1466,25,46
1467,15,47
1468,9,47
1469,12,48
1470,27,44
1471,4,49
1472,5,49
1473,7,47
1474,22,46
1475,23,47
1476,9,49
1477,38,48
1478,44,42
1479,80,36
1480,4,48
1481,85,42
1482,63,42
1483,18,50
1484,12,47
1485,14,48
1486,4,49
1487,89,42
1488,12,48
1489,7,49
1490,48,45
1491,25,50
1492,11,46
1493,20,49
1494,54,44
1495,26,47
1496,30,47
1497,23,41
1498,23,49
1499,24,46
1500,34,39
1501,68,39
1502,5,49
1503,11,47
1504,45,39
1505,13,49
1506,12,50
1507,95,43
1508,12,49
1509,5,49
1510,18,48
1511,34,43
1512,30,45
1513,10,49
1514,12,48
1515,30,47
1516,7,49
1517,4,48
1518,5,50
1519,28,49
1520,5,49
1521,18,47
1522,19,46
1523,52,47
1524,4,49
1525,41,44
1526,12,46
1527,79,46
1528,6,49
1529,19,48
1530,32,38
1531,4,47
1532,4,48
1533,14,47
1534,35,47
1535,11,48
1536,5,49
1537,22,46
1538,7,47
1539,7,48
1540,43,44
1541,12,48
1542,9,46
1543,43,45
1544,6,48
1545,15,50
1546,11,45
1547,11,46
1548,23,50
1549,11,45
1550,58,44
1551,21,43
1552,5,50
1553,126,37
1554,18,45
1555,18,45
1556,5,48
1557,7,47
1558,5,49
1559,38,45
1560,18,45
1561,4,48
1562,4,49
1563,193,42
1564,29,49
1565,4,48
1566,57,43
1567,10,50
1568,8,48
1569,49,37
1570,5,48
1571,24,47
1572,32,46
1573,25,44
1574,50,34
1575,15,48
1576,6,49
1577,57,39
1578,4,48
1579,9,49
1580,12,49
1581,24,47
1582,7,47
1583,68,43
1584,9,50
1585,102,37
1586,34,45
1587,37,43
1588,52,37
1589,86,48
1590,49,46
1591,7,46
1592,41,47
1593,9,48
1594,26,48
1595,56,41
1596,12,49
1597,75,44
1598,15,47
1599,17,43
1600,8,50
1601,4,49
1602,26,47
1603,9,47
1604,29,47
1605,4,48
1606,8,47
1607,7,49
1608,11,47
1609,8,48
1610,54,29
1611,42,45
1612,4,48
1613,14,48
1614,92,41
1615,35,49
1616,113,46
1617,78,37
1618,4,48
1619,4,47
1620,13,47
1621,15,48
1622,10,50
1623,19,48
1624,105,39
1625,36,44
1626,21,50
1627,11,47
1628,168,41
1629,11,50
1630,60,44
1631,19,45
1632,45,46
1633,12,48
1634,4,49
1635,79,48
1636,40,45
1637,74,35
1638,4,48
1639,10,50
1640,16,49
1641,13,46
1642,6,48
1643,17,47
1644,46,47
1645,42,47
1646,21,45
1647,14,46
1648,86,45
1649,20,46
1650,30,49
1651,8,49
1652,33,47
1653,11,46
1654,13,46
1655,32,46
1656,17,48
1657,20,48
1658,30,44
1659,41,44
1660,6,49
1661,45,49
1662,53,42
1663,46,49
1664,4,49
1665,4,50
1666,4,47
1667,4,49
1668,8,49
1669,16,46
1670,4,48
1671,7,49
1672,59,49
1673,15,47
1674,16,45
1675,33,48
1676,10,46
1677,7,48
1678,4,48
1679,4,49
1680,9,46
1681,21,48
1682,9,48
1683,4,50
1684,7,48
1685,15,47
1686,64,40
1687,5,48
1688,10,50
1689,9,49
1690,7,45
1691,25,45
1692,18,48
1693,10,46
1694,40,42
1695,48,38
1696,25,48
1697,22,50
1698,5,49
1699,6,49
1700,18,45
1701,4,49
1702,7,48
1703,17,48
1704,9,48
1705,14,47
1706,45,35
1707,4,48
1708,29,49
1709,29,45
1710,5,49
1711,4,50
1712,5,49
1713,4,48
1714,4,48
1715,41,39
1716,4,48
1717,31,46
1718,17,43
1719,54,49
1720,6,49
1721,21,45
1722,7,47
1723,29,45
1724,20,49
1725,60,38
1726,11,48
1727,6,49
1728,11,45
1729,68,36
1730,97,42
1731,18,45
1732,11,45
1733,4,48
1734,4,49
1735,47,36
1736,12,48
1737,11,47
1738,4,48
1739,4,49
1740,44,39
1741,8,50
1742,7,48
1743,8,49
1744,23,48
1745,5,49
1746,4,48
1747,31,43
1748,64,42
1749,39,47
1750,13,47
1751,38,42
1752,79,45
1753,41,49
1754,26,47
1755,24,45
1756,5,50
1757,59,36
1758,35,42
1759,63,43
1760,8,48
1761,6,50
1762,6,50
1763,4,49
1764,67,44
1765,4,47
1766,9,46
1767,41,39
1768,16,50
1769,17,45
1770,4,48
1771,6,49
1772,90,44
1773,52,45
1774,4,49
1775,6,48
1776,10,45
1777,6,50
1778,4,49
1779,5,48
1780,98,41
1781,64,42
1782,17,49
1783,8,49
1784,10,49
1785,4,50
1786,15,47
1787,24,48
1788,13,48
1789,4,49
1790,51,48
1791,8,49
1792,11,48
1793,30,48
1794,9,49
1795,4,48
1796,8,49
1797,27,49
1798,18,46
1799,9,49
1800,28,47
1801,15,47
1802,4,48
1803,10,50
1804,4,49
1805,47,47
1806,14,49
1807,16,45
1808,44,47
1809,47,45
1810,4,50
1811,9,48
1812,25,43
1813,13,49
1814,7,47
1815,4,48
1816,45,42
1817,6,48
1818,84,41
1819,26,46
1820,50,42
1821,4,49
1822,58,45
1823,83,46
1824,5,48
1825,124,37
1826,23,48
1827,7,49
1828,24,41
1829,9,46
1830,8,48
1831,31,43
1832,16,49
1833,27,48
1834,4,47
1835,34,46
1836,54,49
1837,11,47
1838,102,46
1839,30,44
1840,15,49
1841,4,49
1842,8,49
1843,6,49
1844,4,48
1845,4,48
1846,12,47
1847,5,49
1848,8,48
1849,15,48
1850,9,50
1851,4,48
1852,4,49
1853,45,47
1854,6,47
1855,22,47
1856,191,39
1857,35,47
1858,18,45
1859,58,47
1860,5,47
1861,13,44
1862,25,45
1863,4,48
1864,26,45
1865,16,49
1866,40,47
1867,77,38
1868,8,48
1869,26,46
1870,4,48
1871,44,45
1872,23,45
1873,36,49
1874,15,47
1875,35,36
1876,20,49
1877,11,48
1878,9,46
1879,17,48
1880,58,43
1881,21,41
1882,28,48
1883,7,49
1884,46,35
1885,4,48
1886,24,47
1887,23,43
1888,17,45
1889,13,47
1890,11,49
1891,4,49
1892,4,49
1893,41,45
1894,119,41
1895,4,50
1896,52,44
1897,4,47
1898,16,46
1899,6,48
1900,106,45
1901,13,48
1902,7,49
1903,70,42
1904,9,48
1905,44,44
1906,258,23
1907,66,48
1908,48,44
1909,4,48
1910,21,48
1911,20,49
1912,139,32
1913,76,48
1914,39,40
1915,5,49
1916,84,28
1917,5,48
1918,36,44
1919,6,48
1920,15,42
1921,4,48
1922,20,44
1923,53,30
1924,5,49
1925,27,45
1926,7,46
1927,65,37
1928,14,45
1929,5,48
1930,19,46
1931,4,48
1932,4,48
1933,5,48
1934,4,49
1935,4,48
1936,49,38
1937,5,48
1938,4,48
1939,45,44
1940,50,46
1941,13,50
1942,34,45
1943,12,49
1944,11,45
1945,4,48
1946,50,37
1947,55,47
1948,18,47
1949,36,47
1950,5,50
1951,6,49
1952,5,49
1953,17,46
1954,20,45
1955,7,47
1956,5,48
1957,4,49
1958,11,48
1959,36,47
1960,10,50
1961,23,46
1962,33,43
1963,53,37
1964,16,47
1965,17,45
1966,23,40
1967,67,39
1968,42,43
1969,22,46
1970,26,45
1971,29,40
1972,20,48
1973,17,44
1974,16,47
1975,4,48
1976,8,49
1977,6,47
1978,89,38
1979,44,38
1980,7,50
1981,13,46
1982,33,49
1983,28,41
1984,40,47
1985,55,38
1986,50,42
1987,38,46
1988,14,48
1989,62,40
1990,29,45
1991,23,46
1992,16,49
1993,5,49
1994,25,41
1995,4,47
1996,63,40
1997,26,45
1998,119,34
1999,4,48
2000,14,47
2001,4,49
2002,64,37
2003,82,40
2004,4,48
2005,24,45
2006,108,27
2007,109,36
2008,73,43
2009,33,44
2010,111,42
2011,23,45
2012,35,46
2013,24,47
2014,8,47
2015,10,49
2016,18,47
2017,60,48
2018,4,48
2019,30,48
2020,35,47
2021,4,50
2022,32,48
2023,6,48
2024,4,49
2025,75,36
2026,115,32
2027,8,48
2028,43,42
2029,7,48
2030,4,48
2031,59,26
2032,9,50
2033,4,48
2034,5,49
2035,6,50
2036,16,45
2037,4,50
2038,7,47
2039,56,47
2040,38,49
2041,16,47
2042,31,44
2043,49,43
2044,8,49
2045,5,50
2046,41,45
2047,52,46
2048,105,33
2049,32,45
2050,64,49
2051,29,48
2052,29,48
2053,111,41
2054,4,50
2055,87,29
2056,136,48
2057,109,29
2058,105,33
2059,19,49
2060,48,46
2061,47,47
2062,44,30
2063,4,48
2064,29,38
2065,35,43
2066,5,49
2067,7,48
2068,19,48
2069,38,46
2070,18,46
2071,207,37
2072,84,47
2073,4,49
2074,25,39
2075,12,46
2076,21,40
2077,63,41
2078,80,46
2079,13,46
2080,4,49
2081,75,46
2082,116,43
2083,41,44
2084,5,50
2085,4,49
2086,21,44
2087,53,30
2088,14,46
2089,23,47
2090,5,48
2091,36,46
2092,4,49
2093,4,48
2094,62,46
2095,82,41
2096,4,49
2097,21,47
2098,31,49
2099,9,48
2100,58,45
2101,6,49
2102,63,43
2103,82,47
2104,51,42
2105,4,48
2106,60,49
2107,16,48
2108,32,43
2109,17,46
2110,5,49
2111,4,50
2112,11,49
2113,153,33
2114,5,50
2115,10,48
2116,4,48
2117,4,49
2118,4,48
2119,62,46
2120,124,45
2121,9,49
2122,12,46
2123,110,32
2124,24,44
2125,4,47
2126,16,46
2127,124,31
2128,16,45
2129,26,50
2130,4,49
2131,4,50
2132,4,50
2133,9,50
2134,11,48
2135,4,49
2136,68,33
2137,7,48
2138,75,38
2139,83,38
2140,24,49
