round,step,coins_left
1,400,15
2,400,10
3,400,10
4,400,18
5,400,22
6,400,28
7,400,9
8,400,3
9,400,8
10,400,1
11,400,2
12,400,6
13,400,2
14,240,0
15,400,2
16,400,1
17,346,0
18,223,0
19,400,1
20,400,5
21,400,7
22,215,0
23,360,0
24,395,0
25,400,1
26,400,3
27,400,1
28,260,0
29,400,2
30,182,0
31,324,0
32,238,0
33,131,0
