round,step,coins_left
187,10,48
188,97,32
189,115,40
190,8,49
191,18,47
192,16,47
193,32,47
194,40,47
195,143,35
196,44,43
197,5,49
198,7,50
199,6,50
200,14,49
201,34,46
202,13,49
203,47,48
204,20,46
205,128,37
206,54,47
207,6,49
208,103,33
209,4,49
210,6,49
211,4,49
212,13,49
213,36,46
214,6,49
215,13,48
216,40,43
217,30,47
218,48,42
219,11,49
220,11,50
221,15,50
222,8,47
223,22,50
224,69,34
225,11,47
226,29,47
227,40,44
228,33,46
229,4,50
230,23,44
231,8,49
232,4,50
233,156,39
234,104,44
235,14,47
236,4,49
237,56,41
238,81,40
239,70,45
240,39,43
241,7,49
242,59,44
243,16,48
244,16,47
245,15,49
246,22,47
247,49,43
248,34,43
249,9,49
250,5,50
251,77,45
252,15,47
253,30,44
254,5,50
255,8,50
256,36,47
257,13,49
258,5,50
259,26,47
260,5,49
261,90,38
262,5,49
263,4,49
264,7,48
265,16,49
266,18,48
267,6,48
268,15,50
269,19,49
270,28,43
271,30,49
272,95,46
273,6,49
274,87,39
275,104,32
276,10,50
277,15,50
278,173,29
279,7,49
280,96,41
281,62,40
282,104,40
283,5,48
284,37,49
285,23,48
286,27,46
287,18,49
288,53,43
289,11,47
290,11,50
291,35,44
292,70,42
293,117,45
294,64,43
295,14,49
296,23,47
297,36,45
298,6,46
299,7,49
300,23,46
301,99,39
302,31,48
303,5,49
304,79,37
305,11,48
306,102,42
307,82,47
308,225,32
309,266,25
310,25,45
311,201,28
312,35,48
313,53,47
314,5,50
315,5,50
316,5,49
317,90,40
318,106,42
319,13,48
320,244,33
321,18,48
322,140,44
323,16,49
324,6,49
325,8,49
326,24,47
327,7,47
328,5,49
329,68,38
330,50,41
331,46,45
332,81,42
333,70,43
334,58,39
335,197,46
336,33,47
337,39,44
338,20,42
339,36,45
340,58,37
341,17,47
342,61,48
343,5,49
344,25,46
345,149,36
346,82,42
347,249,24
348,45,42
349,20,44
350,17,49
351,101,41
352,143,38
353,17,48
354,16,48
355,99,35
356,5,50
357,8,48
358,6,49
359,61,49
360,7,49
361,4,48
362,9,50
363,5,48
364,5,48
365,25,44
366,8,48
367,69,40
368,51,47
369,7,49
370,49,47
371,4,50
372,10,47
373,95,39
374,14,47
375,19,48
376,44,42
377,74,35
378,48,43
379,10,50
380,26,47
381,28,45
382,14,48
383,7,49
384,44,48
385,50,46
386,207,35
387,25,48
388,7,49
389,8,47
390,81,42
391,110,35
392,30,46
393,7,49
394,5,50
395,8,48
396,12,47
397,48,39
398,5,48
399,6,49
400,62,42
401,5,49
402,54,47
403,74,37
404,27,45
405,6,49
406,6,48
407,98,47
408,65,40
409,12,49
410,44,47
411,5,49
412,157,38
413,32,46
414,5,49
415,54,47
416,70,35
417,52,42
418,4,49
419,4,50
420,29,48
421,31,50
422,20,49
423,39,44
424,4,49
425,9,48
426,20,45
427,10,49
428,10,48
429,22,46
430,10,49
431,11,50
432,4,49
433,218,40
434,6,47
435,22,50
436,27,46
437,25,49
438,11,48
439,50,48
440,18,45
441,4,49
442,115,35
443,35,47
444,39,47
445,62,49
446,89,42
447,32,40
448,102,39
449,17,48
450,12,47
451,5,48
452,49,45
453,25,44
454,64,41
455,42,49
456,44,42
457,5,49
458,5,49
459,5,49
460,50,48
461,19,49
462,51,46
463,61,49
464,6,49
465,17,46
466,37,48
467,29,46
468,22,47
469,26,48
470,8,49
471,108,41
472,14,48
473,7,49
474,58,45
475,13,48
476,23,45
477,13,49
478,12,49
479,54,41
480,15,48
481,32,45
482,8,49
483,13,49
484,40,47
485,65,39
486,13,43
487,24,45
488,18,50
489,20,43
490,50,38
491,18,47
492,29,47
493,8,49
494,26,46
495,9,47
496,7,48
497,4,49
498,21,48
499,5,50
500,13,48
501,19,45
502,13,50
503,4,47
504,5,50
505,33,45
506,126,38
507,13,50
508,18,46
509,61,37
510,12,49
511,10,49
512,23,41
513,33,49
514,25,48
515,26,46
516,69,45
517,29,42
518,9,49
519,4,48
520,15,49
521,8,49
522,35,45
523,10,49
524,102,44
525,20,49
526,61,44
527,39,46
528,124,35
529,13,50
530,13,50
531,7,48
532,4,50
533,60,48
534,30,47
535,43,44
536,16,48
537,132,40
538,13,48
539,6,48
540,65,45
541,23,44
542,12,48
543,50,48
544,4,50
545,33,47
546,24,50
547,6,50
548,23,49
549,5,49
550,20,44
551,24,47
552,13,48
553,105,41
554,12,49
555,9,48
556,57,46
557,26,47
558,70,40
559,55,41
560,26,48
561,32,50
562,12,48
563,57,44
564,27,43
565,112,35
566,6,50
567,15,48
568,54,47
569,23,48
570,45,42
571,13,47
572,5,48
573,132,28
574,328,36
575,52,41
576,16,45
577,32,46
578,168,33
579,11,47
580,104,32
581,25,48
582,67,38
583,43,48
584,76,42
585,7,49
586,8,50
587,27,48
588,25,47
589,23,48
590,59,42
591,23,48
592,6,47
593,31,48
594,124,43
595,145,36
596,45,47
597,93,46
598,150,48
599,96,45
600,182,33
601,60,37
602,174,36
603,16,48
604,143,46
605,196,41
606,15,50
607,5,50
608,42,49
609,41,47
610,34,46
611,39,49
612,109,45
613,7,48
614,48,47
615,66,45
616,98,42
617,60,46
618,100,38
619,49,49
620,103,43
621,60,46
622,18,50
623,5,50
624,56,40
625,70,43
626,39,46
627,38,45
628,105,38
629,179,45
630,122,41
631,98,45
632,98,46
633,56,40
634,43,47
635,85,48
636,5,50
637,58,50
638,14,47
639,92,38
640,67,42
641,155,42
642,27,43
643,28,44
644,12,48
645,193,40
646,12,49
647,20,50
648,30,40
649,55,39
650,45,46
651,10,49
652,176,39
653,36,49
654,250,35
655,56,44
656,34,47
657,131,46
658,19,49
659,6,50
660,93,37
661,44,46
662,21,46
663,91,40
664,105,42
665,18,46
666,6,49
667,61,47
668,105,37
669,20,49
670,60,46
671,6,50
672,19,43
673,154,39
674,47,44
675,51,45
676,109,37
677,57,44
678,4,49
679,159,40
680,45,47
681,400,33
682,377,45
683,103,43
684,20,49
685,74,47
686,6,49
687,43,38
688,15,48
689,26,47
690,49,42
691,35,46
692,71,41
693,4,48
694,400,36
695,119,35
696,150,36
697,9,47
698,184,27
699,6,50
700,50,44
701,13,48
702,38,43
703,135,27
704,160,41
705,66,32
706,85,37
707,52,42
708,39,49
709,94,41
710,38,48
711,128,21
712,39,49
713,89,41
714,8,47
715,214,18
716,24,40
717,45,46
718,49,37
719,22,45
720,26,40
721,63,38
722,67,31
723,4,49
724,14,46
725,38,45
726,120,38
727,41,49
728,107,39
729,64,36
730,57,30
731,43,47
732,32,48
733,400,28
734,178,37
735,185,29
736,5,48
737,102,28
738,41,39
739,346,23
740,5,48
741,400,12
742,400,28
743,4,49
744,87,24
745,199,29
746,62,45
747,400,23
748,144,34
749,278,9
750,7,47
751,23,44
752,106,29
753,199,27
754,26,47
755,190,24
756,180,13
757,23,48
758,107,29
759,276,20
760,6,49
761,299,18
762,249,12
763,202,19
764,110,19
765,288,15
766,23,42
767,177,25
768,237,11
769,182,27
770,142,32
771,104,23
772,23,42
773,400,19
774,221,12
775,127,44
776,346,10
777,400,16
778,177,22
779,400,1
780,400,36
781,5,48
782,400,14
783,145,37
784,230,22
785,400,12
786,141,21
787,265,14
788,236,6
789,140,12
790,400,23
791,188,26
792,208,14
793,203,30
794,400,5
795,273,28
796,339,13
797,400,11
798,400,10
799,239,23
800,400,9
801,400,5
802,127,12
803,400,5
804,296,18
805,282,15
806,137,14
807,400,10
808,400,11
809,400,20
810,400,14
811,366,6
812,400,24
813,400,3
814,123,36
815,30,37
816,202,21
817,400,12
818,197,24
819,200,35
820,400,2
821,400,13
822,400,1
823,400,3
824,285,8
825,178,28
826,348,15
827,400,6
828,400,2
829,400,9
830,400,4
831,389,0
832,400,3
833,191,6
834,272,6
835,354,4
836,318,10
837,14,50
838,400,3
839,23,44
840,90,27
841,400,14
842,106,18
843,91,16
844,185,29
845,374,3
846,400,9
847,238,2
848,400,25
849,386,0
850,256,0
851,136,32
852,311,0
853,22,41
854,400,1
855,64,33
856,400,2
857,181,8
858,221,0
859,131,11
860,400,1
861,297,2
862,298,0
863,400,21
864,400,7
865,400,4
866,400,3
867,400,10
868,354,6
869,320,25
870,43,43
871,154,19
872,180,31
873,38,39
874,13,47
875,164,14
876,400,4
877,30,42
878,218,18
879,76,39
880,100,32
881,28,44
882,252,15
883,151,30
884,400,2
885,290,9
886,67,23
887,400,1
888,154,15
889,90,32
890,61,27
891,70,31
892,71,26
893,140,12
894,139,19
895,230,5
896,144,7
897,88,15
898,97,24
899,298,1
900,187,9
901,198,10
902,7,48
903,96,28
904,32,37
905,96,20
906,251,3
907,264,9
908,400,6
909,300,3
910,131,21
911,234,8
912,246,6
913,252,0
914,146,18
915,400,3
916,109,8
917,97,21
918,207,14
919,362,0
920,272,3
921,387,0
922,352,0
923,326,0
924,177,6
925,400,8
926,286,0
927,78,19
928,23,45
929,147,0
930,199,0
931,222,17
932,48,29
933,298,4
934,400,1
935,74,22
936,330,1
937,269,1
938,241,12
939,400,7
940,233,0
941,208,0
942,132,20
943,187,0
944,195,17
945,197,0
946,156,1
947,241,1
948,177,0
949,149,8
950,197,0
951,191,0
952,209,0
953,124,11
954,112,19
955,74,20
956,167,0
957,178,0
958,400,4
959,217,0
960,221,0
961,268,1
962,203,1
963,192,0
964,195,3
965,180,0
966,265,0
967,143,0
968,192,0
969,335,0
970,131,0
971,180,1
972,400,1
973,235,2
974,380,2
975,291,0
976,209,0
977,185,0
978,131,0
979,243,0
980,166,0
981,199,1
982,139,15
983,148,0
984,231,0
985,126,0
986,162,0
987,328,0
988,219,2
989,159,0
990,155,0
991,287,0
992,178,1
993,131,0
994,193,0
995,170,0
996,168,1
997,189,0
998,203,0
999,158,0
1000,144,0
